scraped_name,name,website,industry,squareLogo,overallRating,cultureAndValuesRating,seniorLeadershipRating,compensationAndBenefitsRating,careerOpportunitiesRating,workLifeBalanceRating
combined insurance company,Combined Insurance,www.combinedinsurance.com,Insurance Carriers,https://media.glassdoor.com/sqll/14569/combined-insurance-squarelogo-1452873172250.png,3.1,3.4,3.1,3.0,3.2,2.9
comcar industries,Comcar,www.comcar.com,Trucking,https://media.glassdoor.com/sqll/20538/comcar-squarelogo-1429710965204.png,2.5,2.8,2.5,2.6,2.2,2.7
comcast,Comcast,www.comcastcareers.com,"Cable, Internet & Telephone Providers",https://media.glassdoor.com/sqll/1280/comcast-squarelogo-1452636036580.png,3.4,3.3,3.0,3.7,3.4,3.3
comerica,Comerica,www.comerica.com,Investment Banking & Asset Management,https://media.glassdoor.com/sqll/1281/comerica-squarelogo.png,3.2,3.3,2.8,3.3,3.0,3.7
comfort care llc,Comfort Care Home Health,www.comfortcarehomehealth.com,Health Care Services & Hospitals,https://media.glassdoor.com/sqll/754966/comfort-care-home-health-squarelogo-1436555492915.png,3.1,3.3,3.5,3.6,3.1,2.4
comfort inn,Comfort Inn,www.choicehotels.com/comfort-inn,"Hotels, Motels, & Resorts",https://media.glassdoor.com/sqll/1046361/comfort-inn-squarelogo-1471538787257.png,3.3,2.8,2.7,2.0,2.4,3.2
comfort keepers,Comfort Keepers,www.comforteepers.com,"Health, Beauty, & Fitness",https://media.glassdoor.com/sqll/192835/comfort-keepers-squarelogo-1420665191113.png,3.3,3.5,3.2,2.4,2.8,3.2
comfort suites,Comfort Suites,www.choicehotels.com/comfort-suites,"Hotels, Motels, & Resorts",https://media.glassdoor.com/sqll/356283/comfort-suites-squarelogo-1471538960452.png,3.4,3.5,2.9,2.2,2.9,3.2
command post technologies,CPT,www.commandposttech.com,,,0,0.0,0.0,0.0,0.0,0.0
"commander, navy installations",CNIC,www.cnic.navy.mil,Federal Agencies,https://media.glassdoor.com/sqll/472794/cnic-squarelogo.png,3.2,2.8,2.4,3.2,2.4,3.0
commercial metals company,Commercial Metals,www.cmc.com,Industrial Manufacturing,https://media.glassdoor.com/sqll/164/commercial-metals-squarelogo.png,3.7,3.3,2.9,3.7,3.0,3.5
commonwealth assisted living,Commonwealth Senior Living,www.commonwealthal.com,Health Care Services & Hospitals,https://media.glassdoor.com/sqll/811024/commonwealth-assisted-living-squarelogo-1478720542968.png,3.3,3.8,3.8,2.8,3.1,3.0
"commonwealth home health care, inc.",Commonwealth Home Health Care,www.commonwealthcare.com,Health Care Services & Hospitals,,0,0.0,0.0,0.0,0.0,0.0
commscope,CommScope,www.commscope.com,Metal & Mineral Manufacturing,https://media.glassdoor.com/sqll/7061/commscope-squarelogo.png,3.4,3.2,3.1,3.4,3.0,3.2
"commscope, inc.",CommScope,www.commscope.com,Metal & Mineral Manufacturing,https://media.glassdoor.com/sqll/7061/commscope-squarelogo.png,3.4,3.2,3.1,3.4,3.0,3.2
communications corp. of america,Olympus Corporation of the Americas,www.olympusamerica.com,Health Care Services & Hospitals,https://media.glassdoor.com/sqll/18041/olympus-corporation-of-the-americas-squarelogo-1468866040423.png,3.4,3.6,3.2,3.6,3.3,3.7
community health systems,Community Health Systems,www.chs.net,Health Care Services & Hospitals,https://media.glassdoor.com/sqll/1548/community-health-systems-squarelogo.png,2.8,2.7,2.5,2.8,2.8,2.9
community housing partners corporation,Community Housing Partners Corporation,www.communityhousingpartners.org,Construction,https://media.glassdoor.com/sqll/228894/community-housing-partners-corporation-squarelogo-1463143699339.png,3.9,3.8,3.8,3.6,3.2,3.7
"community residences, inc.",Community Residences Inc.,www.comres.org,Health Care Services & Hospitals,https://media.glassdoor.com/sqll/132751/community-residences-inc-squarelogo-1418232419987.png,3.2,3.1,3.0,3.6,3.6,3.4
"community services of virginia, inc.",Central Virginia Community Services,www.cvcsb.org,Health Care Services & Hospitals,,3.4,3.4,3.4,3.6,4.2,4.2
commvault,Commvault,www.commvault.com,Enterprise Software & Network Solutions,https://media.glassdoor.com/sqll/16184/commvault-squarelogo-1438876368138.png,3.7,3.6,3.3,3.7,3.4,3.5
"commvault systems, inc.",Commvault,www.commvault.com,Enterprise Software & Network Solutions,https://media.glassdoor.com/sqll/16184/commvault-squarelogo-1438876368138.png,3.7,3.6,3.3,3.7,3.4,3.5
compact power services,Compact Power Equipment,www.cpiequipment.com,General Repair & Maintenance,https://media.glassdoor.com/sqll/481933/compact-power-equipment-squarelogo-1442319992520.png,2.8,2.6,2.3,2.5,2.6,2.3
compass counseling services of virginia- charlottesville,Charlottesville City Schools,www.ccs.k12.va.us,Preschool & Child Care,,2.9,3.2,3.0,4.1,2.9,3.8
compass group,Compass Group,www.compass-group.com,Catering & Food Service Contractors,https://media.glassdoor.com/sqll/10832/compass-group-squarelogo.png,3.2,3.0,2.7,2.9,3.1,3.1
"compass group, north america",Compass Group USA,www.compass-usa.com,Catering & Food Service Contractors,https://media.glassdoor.com/sqll/18433/compass-group-usa-squarelogo-1475672361937.png,3.2,3.1,2.7,3.2,3.1,3.1
"comprehensive health services, inc.",Comprehensive Mental Health Services,www.thecmhs.com,Health Care Services & Hospitals,https://media.glassdoor.com/sqll/621545/comprehensive-mental-health-services-squarelogo-1447660952848.png,1.8,1.8,1.6,1.9,2.0,2.3
compucom,CompuCom,www.compucom.com,IT Services,https://media.glassdoor.com/sqll/1289/compucom-squarelogo-1445615089977.png,2.6,2.4,2.2,2.3,2.3,2.8
"compusearch software systems, inc.",Compusearch,www.compusearch.com,Enterprise Software & Network Solutions,https://media.glassdoor.com/sqll/261492/compusearch-squarelogo.png,3.9,3.9,3.6,3.7,3.6,4.1
"computer aid, inc.",Computer Aid,www.compaid.com,IT Services,https://media.glassdoor.com/sqll/30730/computer-aid-squarelogo.png,3.4,3.2,3.1,3.0,3.0,3.6
computer operations,IBM,www.ibm.com,Consulting,https://media.glassdoor.com/sqll/354/ibm-squarelogo-1468349448058.png,3.4,3.3,2.8,3.0,3.3,3.5
computer world services corp,Computer World Services,www.cwsc.com,Wholesale,https://media.glassdoor.com/sqll/15509/computer-world-services-squarelogo.png,2.9,3.2,2.6,2.3,2.6,2.8
"computer world services, corp.",Computer World Services,www.cwsc.com,Wholesale,https://media.glassdoor.com/sqll/15509/computer-world-services-squarelogo.png,2.9,3.2,2.6,2.3,2.6,2.8
comsat,COMSAT,,Colleges & Universities,,3.0,3.0,1.0,1.0,2.0,3.0
comscore,comScore,www.comscore.com,Advertising & Marketing,https://media.glassdoor.com/sqll/20698/comscore-squarelogo-1454541063402.png,3.2,3.3,3.0,3.2,3.0,3.9
"comscore, inc",comScore,www.comscore.com,Advertising & Marketing,https://media.glassdoor.com/sqll/20698/comscore-squarelogo-1454541063402.png,3.2,3.3,3.0,3.2,3.0,3.9
"comscore, inc.",comScore,www.comscore.com,Advertising & Marketing,https://media.glassdoor.com/sqll/20698/comscore-squarelogo-1454541063402.png,3.2,3.3,3.0,3.2,3.0,3.9
comsonics inc,ComSonics,www.comsonics.com,Electrical & Electronic Manufacturing,,3.8,3.4,3.6,3.1,3.4,3.4
conagra,ConAgra Brands,www.conagrabrands.com/brands,Food & Beverage Manufacturing,https://media.glassdoor.com/sqll/172/conagra-foods-squarelogo-1479329734021.png,3.0,2.7,2.4,3.4,2.8,3.2
concentra,Concentra,www.concentra.com,Health Care Services & Hospitals,https://media.glassdoor.com/sqll/4169/concentra-squarelogo.png,3.1,3.2,2.9,3.1,3.0,3.2
concentra inc.,Concentra,www.concentra.com,Health Care Services & Hospitals,https://media.glassdoor.com/sqll/4169/concentra-squarelogo.png,3.1,3.2,2.9,3.1,3.0,3.2
concentric methods,Concentric Methods,www.concentric-methods.com,Staffing & Outsourcing,https://media.glassdoor.com/sqll/832712/concentric-methods-squarelogo-1461073917483.png,1.7,1.7,1.7,3.0,1.9,2.6
concept plus,Concept Plus,www.conceptplusllc.com,IT Services,https://media.glassdoor.com/sqll/842617/concept-plus-squarelogo-1431005481158.png,4.6,4.5,4.5,4.4,4.4,4.4
"concept solutions, llc",Concept Solutions,www.conceptsol.com,Computer Hardware & Software,https://media.glassdoor.com/sqll/945658/concept-solutions-squarelogo-1467122926624.png,2.0,3.0,2.0,3.0,2.0,5.0
concepts information technology inc,Concepts IT,www.conceptsitinc.com,,,0.0,3.0,3.0,4.0,4.0,3.0
conceras,Conceras,www.conceras.com,IT Services,,5.0,4.0,5.0,5.0,4.0,5.0
concert technologies,Concert Technologies,www.concerttech.com,Consulting,,3.9,3.6,2.9,3.0,3.8,3.6
concur,Concur,www.concur.com,Computer Hardware & Software,https://media.glassdoor.com/sqll/8763/concur-technologies-squarelogo-1392314207739.png,4.0,4.2,3.7,3.9,3.9,4.2
"concur technologies, inc.",Concur,www.concur.com,Computer Hardware & Software,https://media.glassdoor.com/sqll/8763/concur-technologies-squarelogo-1392314207739.png,4.0,4.2,3.7,3.9,3.9,4.2
concurrent technologies corporation,Concurrent Technologies Corporation,www.ctc.com,Research & Development,https://media.glassdoor.com/sqll/23487/concurrent-technologies-corporation-squarelogo.png,2.8,2.7,2.2,3.7,2.3,3.4
confidential,Packet Forensics,www.packetforensics.com,Enterprise Software & Network Solutions,,0,0.0,0.0,0.0,0.0,0.0
confidential company,Confidential Practices,www.pro-star.com,Consulting,,3.5,3.3,3.3,3.4,3.0,3.6
configuration control board,Montana Board Of Crime Control,mbcc.mt.gov,Municipal Governments,https://media.glassdoor.com/sqll/203330/montana-board-of-crime-control-squarelogo-1470743463225.png,0,0.0,0.0,0.0,0.0,0.0
congress,United States Congress,www.congress.gov,Federal Agencies,https://media.glassdoor.com/sqll/226176/united-states-congress-squarelogo.png,4.1,3.5,3.2,2.7,3.4,3.3
connect usa llc,US Connect Mobile,,,,0,0.0,0.0,0.0,0.0,0.0
"conner industries, inc",Conner Industries (Fort Worth),www.connerindustries.com,,,2.8,2.4,2.5,1.4,2.2,2.7
"connexions loyalty, inc.",Connexions Loyalty,www.cxloyalty.com,Advertising & Marketing,https://media.glassdoor.com/sqll/333254/connexions-loyalty-squarelogo-1461776463812.png,2.4,2.2,2.0,2.7,2.3,2.5
connexus corporation,Connexus,www.connexuscorporation.org,,,0,0.0,0.0,0.0,0.0,0.0
constellis group,Constellis,www.constellisgroup.com,Security Services,https://media.glassdoor.com/sqll/1162247/constellis-squarelogo-1459869884206.png,1.5,2.4,1.0,1.5,1.0,2.1
construction development services inc.,Construction Development Services,www.cdsi-va.com,Construction,,0,0.0,0.0,0.0,0.0,0.0
"consulting services group, llc",Consulting Services Group,www.csg-llcusa.com,Federal Agencies,https://media.glassdoor.com/sqll/788550/consulting-services-group-squarelogo-1422979944403.png,5.0,5.0,5.0,5.0,5.0,5.0
consumer electronics association,Consumer Technology Association,www.cta.tech,Membership Organizations,https://media.glassdoor.com/sqll/29342/consumer-electronics-association-squarelogo-1452714145385.png,4.5,4.5,4.3,4.3,4.0,4.5
consumer technology association,Consumer Technology Association,www.cta.tech,Membership Organizations,https://media.glassdoor.com/sqll/29342/consumer-electronics-association-squarelogo-1452714145385.png,4.5,4.5,4.3,4.3,4.0,4.5
"continental automotive systems, inc.",Continental,www.careers-continental.com,Transportation Equipment Manufacturing,https://media.glassdoor.com/sqll/3768/continental-ag-squarelogo-1377070806275.png,3.7,3.6,3.1,3.5,3.5,3.6
convergence marketing,Convergence Marketing,www.convergencemktg.com,Accounting,https://media.glassdoor.com/sqll/232696/convergence-marketing-squarelogo-1423747649675.png,2.5,2.2,2.3,2.2,2.1,2.6
"convergence technology consulting, l.l.c.",Convergence Technology Consulting,www.convergencetech.us,IT Services,https://media.glassdoor.com/sqll/304428/convergence-technology-consulting-squarelogo-1457084858446.png,3.8,4.0,3.8,3.7,3.4,4.7
convergys,Convergys,www.convergys.com,Advertising & Marketing,https://media.glassdoor.com/sqll/8348/convergys-squarelogo.png,2.7,2.6,2.4,2.6,2.7,2.6
con-way freight,Con-way Freight,www.xpo.com,Trucking,https://media.glassdoor.com/sqll/40989/con-way-freight-squarelogo-1446489252711.png,3.3,3.2,2.7,3.5,3.1,2.9
"core fitness, llc",Core Health & Fitness,www.corehandf.com,Industrial Manufacturing,https://media.glassdoor.com/sqll/1050776/core-health-and-fitness-squarelogo-1458062947176.png,3.0,3.6,2.9,3.4,3.1,3.3
"core health & fitness, llc",Core Health & Fitness,www.corehandf.com,Industrial Manufacturing,https://media.glassdoor.com/sqll/1050776/core-health-and-fitness-squarelogo-1458062947176.png,3.0,3.6,2.9,3.4,3.1,3.3
core health and fitness,Core Health & Fitness,www.corehandf.com,Industrial Manufacturing,https://media.glassdoor.com/sqll/1050776/core-health-and-fitness-squarelogo-1458062947176.png,3.0,3.6,2.9,3.4,3.1,3.3
corelogic,CoreLogic,www.corelogic.com,News Outlet,https://media.glassdoor.com/sqll/30994/corelogic-squarelogo.png,2.6,2.5,2.2,2.8,2.3,2.9
corning,Corning,www.corning.com,Electrical & Electronic Manufacturing,https://media.glassdoor.com/sqll/183/corning-squarelogo.png,3.7,3.8,3.3,3.7,3.4,3.5
corning incorporated,Corning,www.corning.com,Electrical & Electronic Manufacturing,https://media.glassdoor.com/sqll/183/corning-squarelogo.png,3.7,3.8,3.3,3.7,3.4,3.5
corporate executive board,CEB,www.cebglobal.com,Consulting,https://media.glassdoor.com/sqll/8557/ceb-squarelogo-1395771443875.png,3.4,3.5,3.1,3.2,3.2,3.5
corporate office properties trust,Corporate Office Properties Trust,www.copt.com,Real Estate,https://media.glassdoor.com/sqll/5027/corporate-office-properties-trust-squarelogo-1448277111299.png,3.7,2.7,2.8,3.7,3.1,3.5
corporate staffing services,Corporate Staffing Services,www.jobscss.com,Staffing & Outsourcing,,5.0,5.0,5.0,5.0,5.0,5.0
corporation for national and community service,Corporation for National and Community Service,www.nationalservice.gov,Federal Agencies,https://media.glassdoor.com/sqll/41486/corporation-for-national-and-community-service-squarelogo.png,3.5,3.7,2.2,2.9,3.2,3.5
corps solutions,Corps Solutions,www.corps-solutions.com,Education Training Services,https://media.glassdoor.com/sqll/789053/corps-solutions-squarelogo-1463744769965.png,4.5,4.3,4.4,3.4,3.7,4.7
correct care solutions,Correct Care Solutions,www.correctcaresolutions.com,Health Care Services & Hospitals,https://media.glassdoor.com/sqll/332117/correct-care-solutions-squarelogo.png,2.9,2.9,2.5,2.9,2.9,2.8
cort,CORT,www.cort.com,Home Furniture & Housewares Stores,https://media.glassdoor.com/sqll/5338/cort-business-services-squarelogo-1389064052519.png,3.0,3.1,2.9,2.7,2.9,3.0
cort business services corporation,CORT,www.cort.com,Home Furniture & Housewares Stores,https://media.glassdoor.com/sqll/5338/cort-business-services-squarelogo-1389064052519.png,3.0,3.1,2.9,2.7,2.9,3.0
"corvesta, inc.",Corvesta,www.corvesta.com,Research & Development,https://media.glassdoor.com/sqll/897097/corvesta-squarelogo-1466695975218.png,2.7,3.3,1.6,3.4,3.0,3.4
cosolutions inc,CoSolutions,www.cosolutions.com,IT Services,https://media.glassdoor.com/sqll/593841/cosolutions-squarelogo-1470775343723.png,4.4,4.4,4.4,3.9,3.9,4.4
costar group,CoStar Group,www.costarcareers.com,Computer Hardware & Software,https://media.glassdoor.com/sqll/7901/costar-group-squarelogo-1399847966705.png,2.9,2.7,2.6,3.4,2.9,3.2
council for logistics research,"Council for Logistics Research, Inc.",www.clrexec.com,Research & Development,https://media.glassdoor.com/sqll/133482/council-for-logistics-research-inc-squarelogo-1426749376532.png,3.9,4.0,3.2,4.7,3.0,4.0
council of community services,Council of Community Services,www.councilofcommunityservices.org,"Hotels, Motels, & Resorts",https://media.glassdoor.com/sqll/474108/council-of-community-services-squarelogo-1471355998037.png,0,0.0,0.0,0.0,0.0,0.0
counterpart international,Counterpart International,www.counterpart.org,Federal Agencies,https://media.glassdoor.com/sqll/20702/counterpart-international-squarelogo.png,2.2,2.7,2.0,2.3,2.2,2.9
"counterpoint consulting, inc.",Counterpoint Consulting,www.c20g.com,Enterprise Software & Network Solutions,https://media.glassdoor.com/sqll/285934/counterpoint-consulting-squarelogo-1472057142194.png,5.0,5.0,5.0,4.5,4.7,4.7
country inn & suites,Country Garden Inn & Suites,www.countryinns.com,,https://media.glassdoor.com/sqll/457945/country-garden-inn-and-suites-squarelogo.png,3.1,2.8,2.8,2.5,2.6,2.8
courtyard by marriott,Marriott,www.marriott.com,"Hotels, Motels, & Resorts",https://media.glassdoor.com/sqll/7790/marriott-squarelogo.png,3.8,3.8,3.3,3.4,3.6,3.2
covance,Covance,www.covance.com,Biotech & Pharmaceuticals,https://media.glassdoor.com/sqll/6758/covance-squarelogo-1409760646563.png,2.9,2.8,2.5,3.0,3.0,2.7
covanta energy,Covanta,www.covanta.com,Energy,https://media.glassdoor.com/sqll/492/covanta-squarelogo-1404312806659.png,2.4,2.4,2.3,3.0,2.3,2.6
"covenant building maintenance, inc.",Covenant Cleaning,www.ccbmservices.net,Advertising & Marketing,,2.7,3.3,2.7,2.1,2.1,2.1
"cox corporate services, inc.",Cox Corporate Services,www.coxfinco.com/04corpsvc.htm,,,0,0.0,0.0,0.0,0.0,0.0
cracker barrel,Cracker Barrel,www.crackerbarrel.com,Casual Restaurants,https://media.glassdoor.com/sqll/1308/cracker-barrel-squarelogo.png,3.4,3.6,3.1,3.3,3.4,3.0
craft industrial,Master Craft Industrial Equipment,www.mastercraftforklifts.com,,,0,0.0,0.0,0.0,0.0,0.0
"crassociates, inc.",CRAssociates,www.crassoc.com,Health Care Services & Hospitals,https://media.glassdoor.com/sqll/29779/crassociates-squarelogo.png,3.5,3.3,2.3,2.9,2.8,3.9
crate and barrel,Crate and Barrel,www.crateandbarrel.com,Home Furniture & Housewares Stores,https://media.glassdoor.com/sqll/3866/crate-and-barrel-squarelogo-1434133978498.png,3.2,3.3,2.8,2.8,2.7,3.2
crater youth care commission,Crater Youth Care Commission,www.princegeorgeva.org,State & Regional Agencies,,0,0.0,0.0,0.0,0.0,0.0
crawford & company,Crawford & Company,www.crawfordandcompany.com,Insurance Agencies & Brokerages,https://media.glassdoor.com/sqll/1309/crawford-and-company-squarelogo.png,3.0,3.0,3.0,2.9,3.2,3.0
crawford thomas recruiting,Crawford Thomas Recruiting,www.crawfordthomas.com,,,5.0,5.0,5.0,5.0,4.7,4.7
creative arts,Woodhull Medical and Mental Health Center,www.nyc.gov/html/hhc/html/facilities/woodhull.shtml,Health Care Services & Hospitals,,2.6,2.9,2.4,3.6,2.6,3.1
creative systems and consulting,Creative Systems & Consulting,www.creativesyscon.com,,,3.1,2.8,2.8,2.7,2.8,2.8
crestline hotel & resorts,Crestline Hotels & Resorts,www.crestlinehotels.com,"Hotels, Motels, & Resorts",https://media.glassdoor.com/sqll/262455/crestline-hotels-and-resorts-squarelogo-1462971907064.png,3.2,3.4,2.7,3.2,3.2,3.0
crestline hotels & resorts,Crestline Hotels & Resorts,www.crestlinehotels.com,"Hotels, Motels, & Resorts",https://media.glassdoor.com/sqll/262455/crestline-hotels-and-resorts-squarelogo-1462971907064.png,3.2,3.4,2.7,3.2,3.2,3.0
crestron,Crestron Electronics,www.crestron.com,Electrical & Electronic Manufacturing,https://media.glassdoor.com/sqll/11938/crestron-electronics-squarelogo.png,3.0,3.0,2.8,3.0,3.0,3.2
crew training international,Crew Training International,www.cti-crm.com,Education Training Services,https://media.glassdoor.com/sqll/390040/crew-training-international-squarelogo-1426685867550.png,4.1,3.8,3.6,3.4,3.2,4.3
"crew training international, inc.",Crew Training International,www.cti-crm.com,Education Training Services,https://media.glassdoor.com/sqll/390040/crew-training-international-squarelogo-1426685867550.png,4.1,3.8,3.6,3.4,3.2,4.3
"criterion systems, inc.",Criterion Systems,www.criterion-sys.com,IT Services,https://media.glassdoor.com/sqll/312583/criterion-systems-squarelogo-1447421257273.png,4.3,4.2,4.3,4.1,3.9,4.0
critical power group,Critical Power Exchange,www.criticalpower.com,Wholesale,,2.9,2.9,3.1,2.9,2.8,3.2
